provider,model,reasoning,agent_id,agent_name,age,traits,infection_level,rep,response,reasoning_text,input_tokens,output_tokens,reasoning_tokens,cost,format_valid
openai,gpt-3.5-turbo,off,74,Lori,32,extroverted|antagonistic|conscientious|neurotic|open to experience,1.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,23,Jorge,25,introverted|agreeable|conscientious|neurotic|closed to experience,1.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,78,Melissa,32,extroverted|antagonistic|unconscientious|emotionally stable|closed to experience,1.1,3,yes,The Catasat virus is spreading in Dewberry Hollow.,245,18,0,0.0001495,True
openai,gpt-3.5-turbo,off,70,Juan,35,introverted|antagonistic|unconscientious|emotionally stable|open to experience,1.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,11,Pamela,57,extroverted|antagonistic|unconscientious|emotionally stable|open to experience,1.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,4,Matt,21,introverted|agreeable|conscientious|neurotic|open to experience,1.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,77,Josh,20,extroverted|antagonistic|conscientious|neurotic|open to experience,1.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,67,Jasmine,55,introverted|antagonistic|unconscientious|neurotic|open to experience,1.1,1,yes,You are introverted and prefer to stay at home.,244,17,0,0.0001475,True
openai,gpt-3.5-turbo,off,76,Raul,19,extroverted|agreeable|unconscientious|neurotic|open to experience,1.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,246,19,0,0.0001515,True
openai,gpt-3.5-turbo,off,78,Melissa,32,extroverted|antagonistic|unconscientious|emotionally stable|closed to experience,1.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,80,Norma,29,introverted|agreeable|conscientious|neurotic|closed to experience,1.1,0,yes,The Catasat virus is spreading in Dewberry Hollow.,244,18,0,0.000149,True
openai,gpt-3.5-turbo,off,80,Norma,29,introverted|agreeable|conscientious|neurotic|closed to experience,1.1,3,yes,You are introverted and prefer to stay at home.,244,17,0,0.0001475,True
openai,gpt-3.5-turbo,off,9,Sam,39,introverted|agreeable|conscientious|emotionally stable|open to experience,1.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,77,Josh,20,extroverted|antagonistic|conscientious|neurotic|open to experience,1.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,73,Jessica,21,extroverted|antagonistic|unconscientious|emotionally stable|open to experience,1.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,79,Brenda,58,extroverted|antagonistic|unconscientious|emotionally stable|closed to experience,1.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,58,Bill,24,extroverted|agreeable|unconscientious|neurotic|open to experience,1.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,78,Melissa,32,extroverted|antagonistic|unconscientious|emotionally stable|closed to experience,1.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,78,Melissa,32,extroverted|antagonistic|unconscientious|emotionally stable|closed to experience,1.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,76,Raul,19,extroverted|agreeable|unconscientious|neurotic|open to experience,1.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,246,19,0,0.0001515,True
openai,gpt-3.5-turbo,off,79,Brenda,58,extroverted|antagonistic|unconscientious|emotionally stable|closed to experience,1.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,77,Josh,20,extroverted|antagonistic|conscientious|neurotic|open to experience,1.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,11,Pamela,57,extroverted|antagonistic|unconscientious|emotionally stable|open to experience,1.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,80,Norma,29,introverted|agreeable|conscientious|neurotic|closed to experience,1.1,1,yes,You are introverted and prefer to stay at home.,244,17,0,0.0001475,True
openai,gpt-3.5-turbo,off,81,Kimberly,20,extroverted|antagonistic|unconscientious|emotionally stable|open to experience,1.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,81,Kimberly,20,extroverted|antagonistic|unconscientious|emotionally stable|open to experience,1.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,75,Martha,25,introverted|antagonistic|conscientious|emotionally stable|closed to experience,1.1,0,yes,Concerned about the spread of the virus and potential exposure at the office.,243,21,0,0.000153,True
openai,gpt-3.5-turbo,off,81,Kimberly,20,extroverted|antagonistic|unconscientious|emotionally stable|open to experience,1.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,83,Karen,18,extroverted|agreeable|conscientious|neurotic|closed to experience,1.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,82,Heather,57,extroverted|agreeable|unconscientious|emotionally stable|closed to experience,1.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,82,Heather,57,extroverted|agreeable|unconscientious|emotionally stable|closed to experience,1.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,82,Heather,57,extroverted|agreeable|unconscientious|emotionally stable|closed to experience,1.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,79,Brenda,58,extroverted|antagonistic|unconscientious|emotionally stable|closed to experience,1.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,81,Kimberly,20,extroverted|antagonistic|unconscientious|emotionally stable|open to experience,1.1,4,no,The Catasat virus is spreading in Dewberry Hollow.,245,18,0,0.0001495,True
openai,gpt-3.5-turbo,off,76,Raul,19,extroverted|agreeable|unconscientious|neurotic|open to experience,1.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,246,19,0,0.0001515,True
openai,gpt-3.5-turbo,off,80,Norma,29,introverted|agreeable|conscientious|neurotic|closed to experience,1.1,4,yes,You are introverted and prefer to stay at home.,244,17,0,0.0001475,True
openai,gpt-3.5-turbo,off,83,Karen,18,extroverted|agreeable|conscientious|neurotic|closed to experience,1.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,80,Norma,29,introverted|agreeable|conscientious|neurotic|closed to experience,1.1,2,yes,You are introverted and prefer to stay at home.,244,17,0,0.0001475,True
openai,gpt-3.5-turbo,off,72,Mike,53,extroverted|agreeable|unconscientious|neurotic|open to experience,1.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,81,Kimberly,20,extroverted|antagonistic|unconscientious|emotionally stable|open to experience,1.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,82,Heather,57,extroverted|agreeable|unconscientious|emotionally stable|closed to experience,1.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,13,Miguel,50,introverted|antagonistic|conscientious|emotionally stable|open to experience,1.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,85,Gabriel,65,introverted|antagonistic|unconscientious|emotionally stable|closed to experience,1.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,84,Christine,56,introverted|antagonistic|unconscientious|emotionally stable|open to experience,1.1,0,yes,Concerns about the Catasat virus spreading in Dewberry Hollow.,244,20,0,0.000152,True
openai,gpt-3.5-turbo,off,79,Brenda,58,extroverted|antagonistic|unconscientious|emotionally stable|closed to experience,1.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,83,Karen,18,extroverted|agreeable|conscientious|neurotic|closed to experience,1.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,76,Raul,19,extroverted|agreeable|unconscientious|neurotic|open to experience,1.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,246,19,0,0.0001515,True
openai,gpt-3.5-turbo,off,59,Monica,41,extroverted|agreeable|unconscientious|emotionally stable|open to experience,1.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,85,Gabriel,65,introverted|antagonistic|unconscientious|emotionally stable|closed to experience,1.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,86,Richard,58,introverted|agreeable|unconscientious|emotionally stable|open to experience,1.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,86,Richard,58,introverted|agreeable|unconscientious|emotionally stable|open to experience,1.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,83,Karen,18,extroverted|agreeable|conscientious|neurotic|closed to experience,1.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,89,Cindy,34,extroverted|antagonistic|conscientious|neurotic|open to experience,1.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,85,Gabriel,65,introverted|antagonistic|unconscientious|emotionally stable|closed to experience,1.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,88,Victor,37,extroverted|agreeable|conscientious|neurotic|open to experience,1.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,88,Victor,37,extroverted|agreeable|conscientious|neurotic|open to experience,1.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,84,Christine,56,introverted|antagonistic|unconscientious|emotionally stable|open to experience,1.1,4,yes,Concerns about the Catasat virus spreading in Dewberry Hollow.,244,20,0,0.000152,True
openai,gpt-3.5-turbo,off,84,Christine,56,introverted|antagonistic|unconscientious|emotionally stable|open to experience,1.1,3,yes,Concerns about the Catasat virus spreading in Dewberry Hollow.,244,20,0,0.000152,True
openai,gpt-3.5-turbo,off,88,Victor,37,extroverted|agreeable|conscientious|neurotic|open to experience,1.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,85,Gabriel,65,introverted|antagonistic|unconscientious|emotionally stable|closed to experience,1.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,64,Christopher,43,introverted|agreeable|unconscientious|emotionally stable|open to experience,1.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,77,Josh,20,extroverted|antagonistic|conscientious|neurotic|open to experience,1.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,86,Richard,58,introverted|agreeable|unconscientious|emotionally stable|open to experience,1.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,87,Kyle,48,introverted|antagonistic|conscientious|emotionally stable|open to experience,1.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,83,Karen,18,extroverted|agreeable|conscientious|neurotic|closed to experience,1.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,89,Cindy,34,extroverted|antagonistic|conscientious|neurotic|open to experience,1.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,86,Richard,58,introverted|agreeable|unconscientious|emotionally stable|open to experience,1.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,90,Janet,31,introverted|agreeable|conscientious|neurotic|open to experience,1.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,89,Cindy,34,extroverted|antagonistic|conscientious|neurotic|open to experience,1.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,91,Marie,40,introverted|antagonistic|unconscientious|emotionally stable|closed to experience,1.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,88,Victor,37,extroverted|agreeable|conscientious|neurotic|open to experience,1.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,93,Julia,47,introverted|agreeable|unconscientious|emotionally stable|closed to experience,1.1,2,yes,The Catasat virus is spreading in Dewberry Hollow.,244,18,0,0.000149,True
openai,gpt-3.5-turbo,off,90,Janet,31,introverted|agreeable|conscientious|neurotic|open to experience,1.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,82,Heather,57,extroverted|agreeable|unconscientious|emotionally stable|closed to experience,1.1,4,yes,The Catasat virus is spreading in Dewberry Hollow.,245,18,0,0.0001495,True
openai,gpt-3.5-turbo,off,87,Kyle,48,introverted|antagonistic|conscientious|emotionally stable|open to experience,1.1,0,yes,The Catasat virus is spreading in Dewberry Hollow.,243,18,0,0.0001485,True
openai,gpt-3.5-turbo,off,78,Melissa,32,extroverted|antagonistic|unconscientious|emotionally stable|closed to experience,1.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,91,Marie,40,introverted|antagonistic|unconscientious|emotionally stable|closed to experience,1.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,90,Janet,31,introverted|agreeable|conscientious|neurotic|open to experience,1.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,89,Cindy,34,extroverted|antagonistic|conscientious|neurotic|open to experience,1.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,93,Julia,47,introverted|agreeable|unconscientious|emotionally stable|closed to experience,1.1,0,yes,The Catasat virus is spreading in Dewberry Hollow.,244,18,0,0.000149,True
openai,gpt-3.5-turbo,off,86,Richard,58,introverted|agreeable|unconscientious|emotionally stable|open to experience,1.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,87,Kyle,48,introverted|antagonistic|conscientious|emotionally stable|open to experience,1.1,1,yes,The Catasat virus is spreading in Dewberry Hollow.,243,18,0,0.0001485,True
openai,gpt-3.5-turbo,off,93,Julia,47,introverted|agreeable|unconscientious|emotionally stable|closed to experience,1.1,1,yes,The Catasat virus is spreading in Dewberry Hollow.,244,18,0,0.000149,True
openai,gpt-3.5-turbo,off,94,Angela,50,extroverted|agreeable|conscientious|emotionally stable|open to experience,1.1,0,yes,The Catasat virus is spreading in Dewberry Hollow.,244,18,0,0.000149,True
openai,gpt-3.5-turbo,off,91,Marie,40,introverted|antagonistic|unconscientious|emotionally stable|closed to experience,1.1,4,yes,Concerned about the spread of the virus and potential exposure at the office.,244,21,0,0.0001535,True
openai,gpt-3.5-turbo,off,96,Tina,62,introverted|agreeable|unconscientious|emotionally stable|closed to experience,1.1,0,yes,The Catasat virus is spreading in Dewberry Hollow.,244,18,0,0.000149,True
openai,gpt-3.5-turbo,off,94,Angela,50,extroverted|agreeable|conscientious|emotionally stable|open to experience,1.1,4,yes,The Catasat virus is spreading in Dewberry Hollow.,244,18,0,0.000149,True
openai,gpt-3.5-turbo,off,96,Tina,62,introverted|agreeable|unconscientious|emotionally stable|closed to experience,1.1,2,yes,The Catasat virus is spreading in Dewberry Hollow.,244,18,0,0.000149,True
openai,gpt-3.5-turbo,off,95,George,46,extroverted|antagonistic|unconscientious|emotionally stable|open to experience,1.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,92,Judy,48,introverted|agreeable|conscientious|emotionally stable|closed to experience,1.1,4,yes,Concerns about the Catasat virus spreading in Dewberry Hollow.,243,20,0,0.0001515,True
openai,gpt-3.5-turbo,off,87,Kyle,48,introverted|antagonistic|conscientious|emotionally stable|open to experience,1.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,88,Victor,37,extroverted|agreeable|conscientious|neurotic|open to experience,1.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,94,Angela,50,extroverted|agreeable|conscientious|emotionally stable|open to experience,1.1,2,yes,The Catasat virus is spreading in Dewberry Hollow.,244,18,0,0.000149,True
openai,gpt-3.5-turbo,off,84,Christine,56,introverted|antagonistic|unconscientious|emotionally stable|open to experience,1.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,96,Tina,62,introverted|agreeable|unconscientious|emotionally stable|closed to experience,1.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,69,Roberto,46,introverted|agreeable|conscientious|neurotic|closed to experience,1.1,1,yes,Concerned about the spread of the Catasat virus in Dewberry Hollow.,243,22,0,0.0001545,True
openai,gpt-3.5-turbo,off,91,Marie,40,introverted|antagonistic|unconscientious|emotionally stable|closed to experience,1.1,1,yes,Concerns about the Catasat virus spreading in Dewberry Hollow.,244,20,0,0.000152,True
openai,gpt-3.5-turbo,off,98,Joshua,63,extroverted|antagonistic|conscientious|emotionally stable|closed to experience,1.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,93,Julia,47,introverted|agreeable|unconscientious|emotionally stable|closed to experience,1.1,4,yes,Concerns about the Catasat virus spreading in Dewberry Hollow.,244,20,0,0.000152,True
openai,gpt-3.5-turbo,off,95,George,46,extroverted|antagonistic|unconscientious|emotionally stable|open to experience,1.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,90,Janet,31,introverted|agreeable|conscientious|neurotic|open to experience,1.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,99,Kevin,22,introverted|agreeable|conscientious|emotionally stable|closed to experience,1.1,2,yes,The Catasat virus is spreading in Dewberry Hollow.,243,18,0,0.0001485,True
openai,gpt-3.5-turbo,off,94,Angela,50,extroverted|agreeable|conscientious|emotionally stable|open to experience,1.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,98,Joshua,63,extroverted|antagonistic|conscientious|emotionally stable|closed to experience,1.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,95,George,46,extroverted|antagonistic|unconscientious|emotionally stable|open to experience,1.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,96,Tina,62,introverted|agreeable|unconscientious|emotionally stable|closed to experience,1.1,4,yes,The Catasat virus is spreading in Dewberry Hollow.,244,18,0,0.000149,True
openai,gpt-3.5-turbo,off,84,Christine,56,introverted|antagonistic|unconscientious|emotionally stable|open to experience,1.1,2,yes,Concerned about the spread of the Catasat virus.,244,18,0,0.000149,True
openai,gpt-3.5-turbo,off,99,Kevin,22,introverted|agreeable|conscientious|emotionally stable|closed to experience,1.1,0,yes,The Catasat virus is spreading in Dewberry Hollow.,243,18,0,0.0001485,True
openai,gpt-3.5-turbo,off,98,Joshua,63,extroverted|antagonistic|conscientious|emotionally stable|closed to experience,1.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,99,Kevin,22,introverted|agreeable|conscientious|emotionally stable|closed to experience,1.1,3,yes,The Catasat virus is spreading in Dewberry Hollow.,243,18,0,0.0001485,True
openai,gpt-3.5-turbo,off,96,Tina,62,introverted|agreeable|unconscientious|emotionally stable|closed to experience,1.1,1,yes,The Catasat virus is spreading in Dewberry Hollow.,244,18,0,0.000149,True
openai,gpt-3.5-turbo,off,92,Judy,48,introverted|agreeable|conscientious|emotionally stable|closed to experience,1.1,0,yes,Concerns about the Catasat virus spreading in Dewberry Hollow.,243,20,0,0.0001515,True
openai,gpt-3.5-turbo,off,97,Angie,56,extroverted|antagonistic|conscientious|emotionally stable|closed to experience,1.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,92,Judy,48,introverted|agreeable|conscientious|emotionally stable|closed to experience,1.1,3,yes,Concerns about the Catasat virus spreading in Dewberry Hollow.,243,20,0,0.0001515,True
openai,gpt-3.5-turbo,off,99,Kevin,22,introverted|agreeable|conscientious|emotionally stable|closed to experience,1.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,94,Angela,50,extroverted|agreeable|conscientious|emotionally stable|open to experience,1.1,3,yes,The Catasat virus is spreading in Dewberry Hollow.,244,18,0,0.000149,True
openai,gpt-3.5-turbo,off,90,Janet,31,introverted|agreeable|conscientious|neurotic|open to experience,1.1,0,yes,The Catasat virus is spreading in Dewberry Hollow.,243,18,0,0.0001485,True
openai,gpt-3.5-turbo,off,89,Cindy,34,extroverted|antagonistic|conscientious|neurotic|open to experience,1.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,97,Angie,56,extroverted|antagonistic|conscientious|emotionally stable|closed to experience,1.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,92,Judy,48,introverted|agreeable|conscientious|emotionally stable|closed to experience,1.1,2,yes,Concerns about the Catasat virus spreading in Dewberry Hollow.,243,20,0,0.0001515,True
openai,gpt-3.5-turbo,off,98,Joshua,63,extroverted|antagonistic|conscientious|emotionally stable|closed to experience,1.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,92,Judy,48,introverted|agreeable|conscientious|emotionally stable|closed to experience,1.1,1,yes,Concerns about the Catasat virus spreading in Dewberry Hollow.,243,20,0,0.0001515,True
openai,gpt-3.5-turbo,off,91,Marie,40,introverted|antagonistic|unconscientious|emotionally stable|closed to experience,1.1,3,yes,Concerns about the Catasat virus spreading in Dewberry Hollow.,244,20,0,0.000152,True
openai,gpt-3.5-turbo,off,97,Angie,56,extroverted|antagonistic|conscientious|emotionally stable|closed to experience,1.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,98,Joshua,63,extroverted|antagonistic|conscientious|emotionally stable|closed to experience,1.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,79,Brenda,58,extroverted|antagonistic|unconscientious|emotionally stable|closed to experience,1.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,95,George,46,extroverted|antagonistic|unconscientious|emotionally stable|open to experience,1.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,97,Angie,56,extroverted|antagonistic|conscientious|emotionally stable|closed to experience,1.1,3,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,99,Kevin,22,introverted|agreeable|conscientious|emotionally stable|closed to experience,1.1,4,yes,Concerns about the Catasat virus spreading in Dewberry Hollow.,243,20,0,0.0001515,True
openai,gpt-3.5-turbo,off,85,Gabriel,65,introverted|antagonistic|unconscientious|emotionally stable|closed to experience,1.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,87,Kyle,48,introverted|antagonistic|conscientious|emotionally stable|open to experience,1.1,2,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
openai,gpt-3.5-turbo,off,95,George,46,extroverted|antagonistic|unconscientious|emotionally stable|open to experience,1.1,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,3,Hector,57,extroverted|agreeable|unconscientious|emotionally stable|closed to experience,1.1,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,97,Angie,56,extroverted|antagonistic|conscientious|emotionally stable|closed to experience,1.1,1,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,244,19,0,0.0001505,True
openai,gpt-3.5-turbo,off,93,Julia,47,introverted|agreeable|unconscientious|emotionally stable|closed to experience,1.1,3,yes,Concerns about the Catasat virus spreading in Dewberry Hollow.,244,20,0,0.000152,True
openai,gpt-3.5-turbo,off,0,Ashley,51,extroverted|antagonistic|unconscientious|neurotic|open to experience,1.2,0,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,245,19,0,0.000151,True
openai,gpt-3.5-turbo,off,19,Michael,38,introverted|antagonistic|conscientious|emotionally stable|open to experience,1.2,4,yes,The Catasat virus is spreading rapidly in Dewberry Hollow.,243,19,0,0.00015,True
